title,artist,top genre,followers,artist_popularity,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity,is_dance_pop
American Oxygen,Rihanna,barbadian pop,41.858636,93.0,2015,78.0,75.0,39.0,-6.0,33.0,48.0,320.0,5.0,9.0,61,0
Bang Bang,Jessie J,australian pop,8.417336,77.0,2015,150.0,75.0,71.0,-4.0,38.0,73.0,199.0,27.0,9.0,61,0
Reality - Radio Edit,Lost Frequencies,belgian edm,2.092079,77.0,2015,122.0,70.0,71.0,-8.0,7.0,60.0,159.0,2.0,3.0,61,0
Alive,Sia,australian dance,19.105953,91.0,2015,100.0,76.0,51.0,-4.0,11.0,44.0,264.0,25.0,5.0,61,0
Sugar (feat. Francesco Yates),Robin Schulz,dance pop,2.6773860000000003,85.0,2015,123.0,82.0,64.0,-5.0,16.0,64.0,219.0,2.0,6.0,60,1
Been You,Justin Bieber,canadian pop,43.75545200000001,98.0,2015,113.0,78.0,74.0,-6.0,32.0,86.0,199.0,2.0,7.0,60,0
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,0.224754,66.0,2015,123.0,89.0,76.0,-5.0,62.0,78.0,189.0,2.0,3.0,58,0
See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,9.851189999999999,89.0,2015,80.0,48.0,69.0,-8.0,6.0,28.0,230.0,37.0,8.0,56,0
Heroes (we could be),Alesso,big room,3.5843550000000004,80.0,2015,126.0,75.0,52.0,-4.0,24.0,35.0,210.0,4.0,6.0,56,0
"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,dance pop,9.663594,81.0,2015,156.0,60.0,47.0,-6.0,9.0,4.0,292.0,33.0,5.0,55,1
Perfect,One Direction,boy band,20.573,91.0,2015,100.0,82.0,65.0,-5.0,12.0,40.0,230.0,6.0,8.0,55,0
Ghosttown,Madonna,dance pop,4.889056,81.0,2015,79.0,55.0,54.0,-7.0,12.0,9.0,250.0,4.0,4.0,54,1
Bang My Head (feat. Sia & Fetty Wap),David Guetta,dance pop,22.306494,91.0,2015,108.0,87.0,60.0,-4.0,10.0,59.0,193.0,5.0,8.0,54,1
Bloodstream,Ed Sheeran,pop,77.890588,94.0,2015,89.0,59.0,48.0,-6.0,6.0,27.0,309.0,20.0,5.0,52,0
Living For Love,Madonna,dance pop,4.889056,81.0,2015,123.0,79.0,67.0,-5.0,25.0,39.0,219.0,4.0,9.0,52,1
Baby Don't Lie,Gwen Stefani,dance pop,4.5511610000000005,78.0,2015,100.0,55.0,69.0,-5.0,10.0,26.0,203.0,1.0,3.0,52,1
Don't Be so Hard on Yourself,Jess Glynne,dance pop,2.461045,80.0,2015,120.0,82.0,57.0,-3.0,16.0,66.0,211.0,6.0,3.0,52,1
Steal My Girl,One Direction,boy band,20.573,91.0,2015,77.0,76.0,47.0,-6.0,14.0,52.0,227.0,0.0,4.0,51,0
"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,dance pop,8.302253,87.0,2015,127.0,85.0,68.0,-3.0,6.0,93.0,193.0,1.0,6.0,50,1
We Are Here,Alicia Keys,hip pop,8.491202000000001,83.0,2015,93.0,67.0,64.0,-6.0,8.0,8.0,285.0,43.0,4.0,49,0
St Jude,Florence + The Machine,art pop,5.513621,78.0,2015,117.0,43.0,26.0,-11.0,11.0,9.0,225.0,75.0,3.0,47,0
Yesterday (feat. Bebe Rexha),David Guetta,dance pop,22.306494,91.0,2015,128.0,78.0,57.0,-4.0,33.0,28.0,243.0,2.0,3.0,46,1
Time of Our Lives,Pitbull,dance pop,8.302253,87.0,2015,124.0,80.0,72.0,-6.0,69.0,72.0,229.0,9.0,6.0,45,1
Sparks,Hilary Duff,dance pop,1.798541,61.0,2015,122.0,88.0,85.0,-5.0,10.0,79.0,186.0,4.0,6.0,44,1
Mr. Put It Down,Ricky Martin,dance pop,5.801775,79.0,2015,128.0,78.0,80.0,-6.0,4.0,83.0,196.0,1.0,18.0,42,1
Legendary Lovers,Katy Perry,dance pop,17.821796,88.0,2015,126.0,84.0,62.0,-5.0,8.0,39.0,224.0,2.0,8.0,41,1
Spark The Fire,Gwen Stefani,dance pop,4.5511610000000005,78.0,2015,120.0,80.0,88.0,-4.0,20.0,54.0,202.0,8.0,6.0,39,1
Run Run Run,Kelly Clarkson,dance pop,7.4938600000000015,79.0,2015,112.0,37.0,28.0,-7.0,11.0,8.0,273.0,45.0,4.0,36,1
Let Me Be Your Lover,Enrique Iglesias,dance pop,9.980979,81.0,2015,112.0,90.0,72.0,-4.0,6.0,88.0,238.0,1.0,13.0,34,1
Dangerous,Jennifer Hudson,dance pop,1.2674940000000001,64.0,2015,109.0,53.0,90.0,-5.0,8.0,65.0,255.0,0.0,5.0,18,1
L.A.LOVE (la la),Fergie,dance pop,4.3399019999999995,75.0,2015,202.0,39.0,48.0,-8.0,26.0,27.0,193.0,2.0,9.0,0,1
The Hills,The Weeknd,canadian contemporary r&b,30.336501000000002,98.0,2016,113.0,56.0,58.0,-7.0,14.0,14.0,242.0,7.0,5.0,84,0
Love Yourself,Justin Bieber,canadian pop,43.75545200000001,98.0,2016,100.0,38.0,61.0,-10.0,28.0,52.0,234.0,84.0,44.0,83,0
Cake By The Ocean,DNCE,dance pop,3.6440550000000003,72.0,2016,119.0,75.0,77.0,-5.0,4.0,90.0,219.0,15.0,5.0,81,1
Don't Let Me Down,The Chainsmokers,electropop,17.62492,86.0,2016,160.0,87.0,53.0,-5.0,14.0,42.0,208.0,16.0,17.0,81,0
In the Name of Love,Martin Garrix,big room,14.496326000000002,84.0,2016,134.0,52.0,50.0,-6.0,45.0,17.0,196.0,11.0,4.0,81,0
Into You,Ariana Grande,dance pop,60.010425,97.0,2016,108.0,73.0,62.0,-6.0,14.0,37.0,244.0,2.0,11.0,80,1
This Is What You Came For,Calvin Harris,dance pop,21.442367,88.0,2016,124.0,93.0,63.0,-3.0,15.0,47.0,222.0,20.0,3.0,80,1
Million Reasons,Lady Gaga,dance pop,16.716518,90.0,2016,130.0,42.0,67.0,-8.0,11.0,15.0,205.0,49.0,4.0,80,1
Needed Me,Rihanna,barbadian pop,41.858636,93.0,2016,111.0,31.0,67.0,-8.0,8.0,30.0,192.0,11.0,24.0,80,0
7 Years,Lukas Graham,danish pop,1.7848240000000002,78.0,2016,120.0,47.0,77.0,-6.0,39.0,34.0,237.0,29.0,5.0,80,0
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,10.515901,85.0,2016,113.0,83.0,67.0,-6.0,19.0,70.0,236.0,1.0,7.0,79,1
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,12.370978,76.0,2016,105.0,59.0,80.0,-6.0,6.0,59.0,214.0,10.0,4.0,79,1
Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,8.589906,82.0,2016,97.0,74.0,57.0,-6.0,11.0,45.0,230.0,3.0,13.0,79,0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,dance pop,10.213531,81.0,2016,108.0,53.0,63.0,-7.0,18.0,42.0,225.0,40.0,4.0,79,1
Work,Rihanna,barbadian pop,41.858636,93.0,2016,92.0,53.0,73.0,-6.0,9.0,56.0,219.0,8.0,9.0,78,0
Stitches,Shawn Mendes,canadian pop,32.070046000000005,91.0,2016,150.0,75.0,75.0,-7.0,5.0,76.0,207.0,2.0,7.0,78,0
"Me, Myself & I",G-Eazy,hip hop,4.795313,85.0,2016,112.0,67.0,76.0,-7.0,16.0,38.0,251.0,2.0,10.0,78,0
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,1.123621,76.0,2016,102.0,71.0,66.0,-7.0,8.0,69.0,198.0,4.0,11.0,78,1
Dangerous Woman,Ariana Grande,dance pop,60.010425,97.0,2016,134.0,60.0,66.0,-5.0,36.0,29.0,236.0,5.0,4.0,78,1
Starving,Hailee Steinfeld,dance pop,6.617791,79.0,2016,100.0,62.0,73.0,-4.0,11.0,51.0,182.0,38.0,6.0,78,1
Shout Out to My Ex,Little Mix,dance pop,8.853859,85.0,2016,126.0,75.0,77.0,-4.0,11.0,80.0,246.0,2.0,9.0,77,1
Electric Love,BØRNS,electropop,0.981865,76.0,2016,120.0,80.0,61.0,-8.0,26.0,52.0,218.0,1.0,5.0,76,0
Confident,Demi Lovato,dance pop,19.291866,87.0,2016,130.0,75.0,59.0,-6.0,9.0,34.0,206.0,0.0,7.0,75,1
Too Good,Drake,canadian hip hop,53.806406,100.0,2016,118.0,65.0,79.0,-8.0,10.0,39.0,263.0,5.0,10.0,74,0
Roses,The Chainsmokers,electropop,17.62492,86.0,2016,100.0,80.0,71.0,-7.0,31.0,34.0,227.0,4.0,6.0,74,0
Cold Water (feat. Justin Bieber & MØ),Major Lazer,dance pop,6.163312,82.0,2016,93.0,80.0,61.0,-5.0,16.0,50.0,185.0,7.0,4.0,73,1
Me Too,Meghan Trainor,dance pop,10.213531,81.0,2016,124.0,69.0,93.0,-6.0,48.0,84.0,181.0,10.0,10.0,73,1
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,dance pop,6.163312,82.0,2016,108.0,88.0,75.0,-4.0,23.0,75.0,166.0,4.0,7.0,73,1
Ain't Your Mama,Jennifer Lopez,dance pop,9.663594,81.0,2016,120.0,68.0,76.0,-6.0,7.0,82.0,218.0,5.0,23.0,72,1
Close,Nick Jonas,dance pop,7.1842,77.0,2016,124.0,62.0,65.0,-5.0,14.0,40.0,234.0,25.0,8.0,72,1
Toothbrush,DNCE,dance pop,3.6440550000000003,72.0,2016,105.0,79.0,55.0,-6.0,47.0,82.0,232.0,12.0,13.0,72,1
All We Know,The Chainsmokers,electropop,17.62492,86.0,2016,90.0,59.0,66.0,-9.0,12.0,30.0,194.0,10.0,3.0,72,0
Final Song,MØ,dance pop,10.515901,86.0,2016,105.0,67.0,70.0,-6.0,8.0,25.0,236.0,1.0,3.0,72,1
Company,Justin Bieber,canadian pop,43.75545200000001,98.0,2016,95.0,80.0,59.0,-5.0,8.0,43.0,208.0,13.0,6.0,72,0
Hands To Myself,Selena Gomez,dance pop,26.161775,91.0,2016,111.0,50.0,81.0,-7.0,34.0,47.0,201.0,1.0,12.0,71,1
All I Ask,Adele,british soul,26.369721999999996,86.0,2016,142.0,28.0,59.0,-5.0,15.0,34.0,272.0,88.0,3.0,71,0
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,10.558136,86.0,2016,163.0,70.0,63.0,-6.0,11.0,50.0,215.0,1.0,15.0,71,1
NO,Meghan Trainor,dance pop,10.213531,81.0,2016,92.0,80.0,56.0,-4.0,74.0,65.0,214.0,1.0,22.0,70,1
Kill Em With Kindness,Selena Gomez,dance pop,26.161775,91.0,2016,120.0,88.0,76.0,-5.0,10.0,40.0,218.0,1.0,4.0,70,1
Cool Girl,Tove Lo,dance pop,2.704375,81.0,2016,102.0,69.0,67.0,-7.0,8.0,20.0,199.0,31.0,11.0,69,1
Runnin' (Lose It All),Naughty Boy,tropical house,0.298039,65.0,2016,139.0,85.0,32.0,-6.0,48.0,8.0,213.0,1.0,8.0,69,0
Here,Alessia Cara,canadian contemporary r&b,8.589906,82.0,2016,120.0,82.0,38.0,-4.0,8.0,33.0,199.0,8.0,10.0,68,0
Perfect Illusion,Lady Gaga,dance pop,16.716518,90.0,2016,125.0,86.0,61.0,-5.0,36.0,66.0,182.0,0.0,4.0,67,1
PILLOWTALK,ZAYN,dance pop,15.091428,85.0,2016,125.0,70.0,59.0,-4.0,9.0,43.0,204.0,10.0,5.0,66,1
Out Of The Woods,Taylor Swift,pop,38.00574,98.0,2016,92.0,84.0,55.0,-7.0,34.0,34.0,236.0,0.0,4.0,66,0
Rise,Katy Perry,dance pop,17.821796,88.0,2016,101.0,64.0,55.0,-6.0,11.0,44.0,203.0,5.0,5.0,66,1
Wherever I Go,OneRepublic,dance pop,11.507962,85.0,2016,100.0,69.0,55.0,-6.0,27.0,35.0,170.0,9.0,4.0,66,1
Body Say,Demi Lovato,dance pop,19.291866,87.0,2016,87.0,74.0,63.0,-5.0,28.0,26.0,194.0,0.0,4.0,65,1
Don't Be A Fool,Shawn Mendes,canadian pop,32.070046000000005,91.0,2016,175.0,34.0,47.0,-6.0,10.0,27.0,216.0,60.0,4.0,65,0
LIKE I WOULD,ZAYN,dance pop,15.091428,85.0,2016,113.0,83.0,56.0,-6.0,26.0,23.0,192.0,2.0,11.0,65,1
Cheap Thrills,Sia,australian dance,19.105953,91.0,2016,90.0,80.0,59.0,-5.0,8.0,73.0,225.0,6.0,22.0,64,0
I Got You,Bebe Rexha,dance pop,6.2235629999999995,85.0,2016,98.0,89.0,61.0,-5.0,9.0,32.0,192.0,5.0,5.0,64,1
Run Away With Me,Carly Rae Jepsen,canadian pop,4.512754,76.0,2016,119.0,72.0,56.0,-6.0,5.0,25.0,251.0,1.0,5.0,63,0
Cruel (feat. ZAYN),Snakehips,dance pop,0.32995399999999997,70.0,2016,110.0,88.0,60.0,-4.0,16.0,32.0,228.0,2.0,12.0,63,1
Send My Love (To Your New Lover),Adele,british soul,26.369721999999996,86.0,2016,164.0,52.0,69.0,-8.0,17.0,56.0,223.0,4.0,10.0,61,0
WTF (Where They From),Missy Elliott,dance pop,1.599309,77.0,2016,120.0,82.0,93.0,-3.0,6.0,56.0,193.0,2.0,20.0,58,1
Desire,Years & Years,dance pop,1.594948,73.0,2016,126.0,78.0,71.0,-5.0,30.0,64.0,203.0,30.0,6.0,58,1
When We Were Young,Adele,british soul,26.369721999999996,86.0,2016,144.0,59.0,38.0,-6.0,9.0,27.0,291.0,35.0,5.0,58,0
I Know What You Did Last Summer,Shawn Mendes,canadian pop,32.070046000000005,91.0,2016,114.0,77.0,68.0,-5.0,16.0,72.0,224.0,11.0,10.0,57,0
Wish That You Were Here - From Miss Peregrines Home for Peculiar Children Original Motion Picture,Florence + The Machine,art pop,5.513621,78.0,2016,94.0,57.0,37.0,-6.0,13.0,12.0,403.0,72.0,3.0,57,0
Hurts,Emeli Sandé,dance pop,2.012163,71.0,2016,106.0,64.0,58.0,-8.0,15.0,18.0,238.0,2.0,3.0,57,1
Change,Christina Aguilera,dance pop,5.976217,83.0,2016,82.0,54.0,62.0,-6.0,13.0,20.0,187.0,68.0,8.0,54,1
Make Me... (feat. G-Eazy),Britney Spears,dance pop,8.732805,85.0,2016,123.0,70.0,70.0,-7.0,22.0,58.0,231.0,16.0,10.0,53,1
Keeping Your Head Up,Birdy,neo mellow,3.222336,77.0,2016,122.0,78.0,60.0,-5.0,19.0,53.0,208.0,16.0,5.0,52,0
True Colors,Zedd,complextro,5.400656,82.0,2016,126.0,79.0,57.0,-3.0,10.0,49.0,225.0,40.0,4.0,51,0
Make Me Like You,Gwen Stefani,dance pop,4.5511610000000005,78.0,2016,118.0,71.0,74.0,-5.0,13.0,80.0,217.0,4.0,5.0,50,1
Champagne Problems,Nick Jonas,dance pop,7.1842,77.0,2016,108.0,78.0,73.0,-5.0,9.0,64.0,193.0,0.0,13.0,50,1
Blown,DNCE,dance pop,3.6440550000000003,72.0,2016,130.0,95.0,63.0,-5.0,10.0,73.0,197.0,0.0,4.0,48,1
Start,John Legend,neo mellow,5.566783,84.0,2016,110.0,4.0,52.0,-15.0,9.0,26.0,310.0,99.0,4.0,47,0
Pep Rally,Missy Elliott,dance pop,1.599309,77.0,2016,90.0,75.0,83.0,-4.0,20.0,32.0,263.0,22.0,12.0,47,1
Higher,Carly Rae Jepsen,canadian pop,4.512754,76.0,2016,114.0,87.0,65.0,-5.0,37.0,44.0,234.0,1.0,6.0,46,0
Invitation,Britney Spears,dance pop,8.732805,85.0,2016,112.0,65.0,37.0,-7.0,9.0,16.0,200.0,3.0,11.0,44,1
One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,12.666400999999999,83.0,2016,91.0,69.0,75.0,-5.0,13.0,52.0,192.0,26.0,4.0,41,1
Beautiful Birds (feat. Birdy),Passenger,folk-pop,2.75047,78.0,2016,86.0,17.0,39.0,-13.0,11.0,14.0,214.0,91.0,3.0,36,0
Little Lies,Hilary Duff,dance pop,1.798541,61.0,2016,124.0,76.0,57.0,-6.0,4.0,40.0,204.0,0.0,6.0,36,1
Do You Wanna Come Over?,Britney Spears,dance pop,8.732805,85.0,2016,121.0,70.0,75.0,-6.0,11.0,45.0,203.0,1.0,7.0,34,1
BURNITUP!,Janet Jackson,dance pop,2.433459,72.0,2016,123.0,71.0,83.0,-7.0,31.0,83.0,250.0,5.0,18.0,31,1
Picky - Remix,Joey Montana,latin,2.172482,67.0,2016,186.0,81.0,70.0,-3.0,37.0,69.0,225.0,9.0,7.0,29,0
Behind Your Back,Nelly Furtado,canadian latin,2.461986,79.0,2016,98.0,47.0,80.0,-10.0,7.0,69.0,228.0,25.0,4.0,18,0
Million Years Ago,Adele,british soul,26.369721999999996,86.0,2016,0.0,0.0,0.0,-60.0,0.0,0.0,227.0,0.0,0.0,0,0
Shape of You,Ed Sheeran,pop,77.890588,94.0,2017,96.0,65.0,83.0,-3.0,9.0,93.0,234.0,58.0,8.0,87,0
Closer,The Chainsmokers,electropop,17.62492,86.0,2017,95.0,52.0,75.0,-6.0,11.0,66.0,245.0,41.0,3.0,86,0
Starboy,The Weeknd,canadian contemporary r&b,30.336501000000002,98.0,2017,186.0,59.0,68.0,-7.0,14.0,49.0,230.0,14.0,28.0,85,0
Treat You Better,Shawn Mendes,canadian pop,32.070046000000005,91.0,2017,83.0,82.0,44.0,-4.0,11.0,75.0,188.0,11.0,34.0,84,0
That's What I Like,Bruno Mars,pop,29.381078999999996,93.0,2017,134.0,56.0,85.0,-5.0,9.0,86.0,207.0,1.0,4.0,83,0
Let Me Love You,DJ Snake,electronic trap,7.285783,84.0,2017,100.0,72.0,65.0,-5.0,14.0,16.0,206.0,9.0,3.0,82,0
I Feel It Coming,The Weeknd,canadian contemporary r&b,30.336501000000002,98.0,2017,93.0,82.0,77.0,-6.0,7.0,59.0,269.0,43.0,12.0,81,0
Mercy,Shawn Mendes,canadian pop,32.070046000000005,91.0,2017,148.0,66.0,56.0,-5.0,11.0,36.0,209.0,13.0,8.0,81,0
Side To Side,Ariana Grande,dance pop,60.010425,97.0,2017,159.0,74.0,65.0,-6.0,24.0,61.0,226.0,5.0,23.0,80,1
Stay,Zedd,complextro,5.400656,82.0,2017,102.0,62.0,69.0,-5.0,12.0,54.0,210.0,25.0,6.0,80,0
It Ain't Me (with Selena Gomez),Kygo,edm,7.304519,87.0,2017,100.0,53.0,64.0,-7.0,9.0,52.0,221.0,12.0,7.0,79,0
Malibu,Miley Cyrus,dance pop,14.537891,90.0,2017,140.0,78.0,57.0,-6.0,8.0,34.0,232.0,8.0,6.0,78,1
Something Just Like This,The Chainsmokers,electropop,17.62492,86.0,2017,103.0,65.0,61.0,-7.0,17.0,51.0,248.0,3.0,4.0,78,0
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,4.255196,82.0,2017,102.0,76.0,72.0,-4.0,18.0,74.0,251.0,41.0,5.0,78,1
I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,15.091428,85.0,2017,118.0,45.0,74.0,-8.0,33.0,9.0,245.0,6.0,6.0,78,1
My Way,Calvin Harris,dance pop,21.442367,88.0,2017,120.0,91.0,82.0,-3.0,16.0,54.0,219.0,9.0,4.0,78,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,5.828279,83.0,2017,81.0,67.0,61.0,-4.0,17.0,81.0,289.0,6.0,4.0,77,1
Praying,Kesha,dance pop,6.235482,82.0,2017,73.0,39.0,58.0,-7.0,11.0,32.0,230.0,49.0,3.0,77,1
Despacito - Remix,Luis Fonsi,latin,9.296058,81.0,2017,178.0,82.0,65.0,-4.0,10.0,82.0,229.0,23.0,17.0,76,0
The Greatest,Sia,australian dance,19.105953,91.0,2017,192.0,73.0,67.0,-6.0,6.0,73.0,210.0,1.0,27.0,76,0
There for You,Martin Garrix,big room,14.496326000000002,84.0,2017,106.0,64.0,61.0,-8.0,12.0,13.0,222.0,12.0,6.0,76,0
Paris,The Chainsmokers,electropop,17.62492,86.0,2017,100.0,64.0,65.0,-7.0,9.0,25.0,222.0,2.0,3.0,76,0
Crying in the Club,Camila Cabello,dance pop,20.677702,86.0,2017,85.0,62.0,33.0,-6.0,16.0,60.0,216.0,33.0,38.0,75,1
Mama,Jonas Blue,dance pop,3.1737900000000003,81.0,2017,104.0,79.0,74.0,-4.0,5.0,57.0,184.0,10.0,4.0,75,1
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,21.442367,88.0,2017,104.0,80.0,74.0,-3.0,25.0,51.0,231.0,50.0,5.0,75,1
Swish Swish,Katy Perry,dance pop,17.821796,88.0,2017,120.0,71.0,84.0,-5.0,10.0,57.0,243.0,2.0,4.0,73,1
Chained To The Rhythm,Katy Perry,dance pop,17.821796,88.0,2017,190.0,80.0,45.0,-5.0,20.0,47.0,238.0,8.0,17.0,72,1
Cold (feat. Future),Maroon 5,pop,29.955690999999998,91.0,2017,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,72,0
Love,Lana Del Rey,art pop,12.552754,90.0,2017,99.0,37.0,53.0,-11.0,11.0,23.0,273.0,49.0,3.0,72,0
Reggaetón Lento (Remix),CNCO,boy band,7.4961800000000025,80.0,2017,94.0,91.0,53.0,-3.0,10.0,62.0,189.0,15.0,9.0,71,0
All I Ask,Adele,british soul,26.369721999999996,86.0,2017,142.0,28.0,59.0,-5.0,15.0,34.0,272.0,88.0,3.0,71,0
First Time,Kygo,edm,7.304519,87.0,2017,90.0,59.0,63.0,-7.0,10.0,68.0,194.0,20.0,11.0,71,0
The Cure,Lady Gaga,dance pop,16.716518,90.0,2017,100.0,51.0,70.0,-5.0,9.0,52.0,211.0,8.0,3.0,71,1
"How Far I'll Go - From ""Moana""",Alessia Cara,canadian contemporary r&b,8.589906,82.0,2017,181.0,54.0,31.0,-10.0,7.0,16.0,176.0,16.0,35.0,71,0
Bodak Yellow,Cardi B,pop,15.298653,91.0,2017,125.0,72.0,93.0,-6.0,35.0,46.0,224.0,7.0,11.0,70,0
Rich Love (with Seeb),OneRepublic,dance pop,11.507962,85.0,2017,105.0,87.0,40.0,-4.0,36.0,47.0,201.0,17.0,31.0,70,1
Tired,Alan Walker,electro house,27.623263,86.0,2017,124.0,88.0,69.0,-4.0,15.0,49.0,192.0,4.0,6.0,70,0
Came Here for Love,Sigala,dance pop,1.244632,79.0,2017,125.0,87.0,71.0,-3.0,12.0,72.0,203.0,3.0,4.0,70,1
24K Magic,Bruno Mars,pop,29.381078999999996,93.0,2017,107.0,80.0,82.0,-4.0,15.0,63.0,226.0,3.0,8.0,69,0
Strip That Down (feat. Quavo),Liam Payne,dance pop,7.4230589999999985,76.0,2017,106.0,50.0,87.0,-5.0,8.0,55.0,202.0,20.0,5.0,69,1
Cut To The Feeling,Carly Rae Jepsen,canadian pop,4.512754,76.0,2017,115.0,91.0,71.0,-3.0,30.0,65.0,208.0,1.0,6.0,69,0
OK - Spotify Version,Robin Schulz,dance pop,2.6773860000000003,85.0,2017,122.0,81.0,65.0,-6.0,13.0,58.0,189.0,12.0,6.0,69,1
Bon appétit,Katy Perry,dance pop,17.821796,88.0,2017,106.0,79.0,80.0,-6.0,22.0,52.0,228.0,13.0,6.0,68,1
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,art pop,12.552754,90.0,2017,135.0,57.0,76.0,-9.0,20.0,14.0,261.0,2.0,13.0,67,0
Get Low (with Liam Payne),Zedd,complextro,5.400656,82.0,2017,108.0,93.0,72.0,-4.0,5.0,54.0,205.0,3.0,5.0,66,0
Kissing Strangers,DNCE,dance pop,3.6440550000000003,72.0,2017,120.0,74.0,77.0,-6.0,9.0,86.0,202.0,5.0,4.0,66,1
Slow Hands,Niall Horan,dance pop,6.9830289999999975,83.0,2017,86.0,42.0,74.0,-7.0,6.0,85.0,188.0,1.0,5.0,64,1
Younger Now,Miley Cyrus,dance pop,14.537891,90.0,2017,122.0,87.0,55.0,-5.0,14.0,33.0,249.0,0.0,6.0,62,1
Body Moves,DNCE,dance pop,3.6440550000000003,72.0,2017,102.0,69.0,65.0,-5.0,4.0,86.0,236.0,0.0,4.0,62,1
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,2.092079,77.0,2017,122.0,64.0,73.0,-7.0,8.0,53.0,158.0,2.0,4.0,59,0
Angel,Fifth Harmony,dance pop,12.370978,76.0,2017,124.0,53.0,74.0,-6.0,35.0,13.0,189.0,0.0,4.0,59,1
Touch (feat. Kid Ink),Little Mix,dance pop,8.853859,85.0,2017,102.0,75.0,64.0,-4.0,49.0,53.0,203.0,4.0,11.0,59,1
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,12.666400999999999,83.0,2017,100.0,82.0,70.0,-5.0,45.0,67.0,218.0,49.0,22.0,59,1
Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,0.309205,63.0,2017,167.0,50.0,37.0,-9.0,20.0,21.0,180.0,6.0,12.0,59,0
