title,artist,top genre,followers,artist_popularity,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity,is_dance_pop
No Vacancy (with Sebastián Yatra),OneRepublic,dance pop,11.507962,85.0,2017,100.0,76.0,69.0,-4.0,14.0,59.0,223.0,8.0,4.0,57,1
Rich Boy,Galantis,big room,3.056855,79.0,2017,110.0,90.0,74.0,-2.0,8.0,65.0,184.0,7.0,5.0,55,0
Lust for Life (with The Weeknd),Lana Del Rey,art pop,12.552754,90.0,2017,100.0,67.0,51.0,-9.0,36.0,27.0,264.0,58.0,6.0,54,0
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,8.302253,87.0,2017,115.0,83.0,70.0,-6.0,36.0,63.0,245.0,28.0,27.0,54,1
Influence,Tove Lo,dance pop,2.704375,81.0,2017,105.0,59.0,77.0,-10.0,11.0,33.0,225.0,10.0,5.0,54,1
Remember I Told You,Nick Jonas,dance pop,7.1842,77.0,2017,113.0,53.0,68.0,-6.0,4.0,84.0,202.0,14.0,28.0,53,1
Messin' Around,Pitbull,dance pop,8.302253,87.0,2017,158.0,81.0,57.0,-5.0,4.0,78.0,223.0,2.0,5.0,51,1
Water Under the Bridge,Adele,british soul,26.369721999999996,86.0,2017,95.0,84.0,60.0,-7.0,11.0,47.0,240.0,2.0,7.0,49,0
Free Me,Sia,australian dance,19.105953,91.0,2017,87.0,46.0,27.0,-4.0,14.0,21.0,286.0,85.0,3.0,44,0
Kissing Strangers - Remix,DNCE,dance pop,3.6440550000000003,72.0,2017,120.0,77.0,76.0,-6.0,8.0,81.0,202.0,8.0,5.0,43,1
A L I E N S,Coldplay,permanent wave,29.455218,90.0,2017,148.0,88.0,43.0,-5.0,21.0,25.0,282.0,0.0,4.0,41,0
One Kiss (with Dua Lipa),Calvin Harris,dance pop,21.442367,88.0,2018,124.0,86.0,79.0,-3.0,8.0,59.0,215.0,4.0,11.0,86,1
Havana (feat. Young Thug),Camila Cabello,dance pop,20.677702,86.0,2018,105.0,52.0,77.0,-4.0,13.0,39.0,217.0,18.0,3.0,85,1
I Like It,Cardi B,pop,15.298653,91.0,2018,136.0,73.0,82.0,-4.0,37.0,65.0,253.0,10.0,13.0,85,0
New Rules,Dua Lipa,dance pop,23.579173,96.0,2018,116.0,70.0,76.0,-6.0,15.0,61.0,209.0,0.0,7.0,84,1
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,32.070046000000005,91.0,2018,122.0,81.0,87.0,-4.0,8.0,97.0,199.0,38.0,6.0,84,0
no tears left to cry,Ariana Grande,dance pop,60.010425,97.0,2018,122.0,71.0,70.0,-6.0,29.0,35.0,206.0,4.0,6.0,84,1
IDGAF,Dua Lipa,dance pop,23.579173,96.0,2018,97.0,54.0,84.0,-6.0,8.0,51.0,218.0,4.0,9.0,84,1
In My Blood,Shawn Mendes,canadian pop,32.070046000000005,91.0,2018,140.0,71.0,62.0,-7.0,13.0,49.0,211.0,6.0,7.0,83,0
Wolves,Selena Gomez,dance pop,26.161775,91.0,2018,125.0,80.0,72.0,-5.0,20.0,31.0,198.0,12.0,4.0,83,1
Dusk Till Dawn - Radio Edit,ZAYN,dance pop,15.091428,85.0,2018,180.0,44.0,26.0,-7.0,11.0,10.0,239.0,10.0,4.0,83,1
Attention,Charlie Puth,dance pop,12.666400999999999,83.0,2018,100.0,61.0,78.0,-5.0,13.0,80.0,209.0,11.0,5.0,83,1
Electricity (with Dua Lipa),Silk City,edm,0.065438,69.0,2018,118.0,67.0,59.0,-6.0,34.0,51.0,238.0,1.0,5.0,82,0
Love On The Brain,Rihanna,barbadian pop,41.858636,93.0,2018,172.0,64.0,51.0,-5.0,8.0,38.0,224.0,7.0,5.0,82,0
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,6.617791,79.0,2018,103.0,71.0,66.0,-4.0,8.0,74.0,175.0,3.0,5.0,82,1
Silence,Marshmello,brostep,29.93552,90.0,2018,142.0,76.0,52.0,-3.0,17.0,29.0,181.0,26.0,9.0,82,0
Sorry Not Sorry,Demi Lovato,dance pop,19.291866,87.0,2018,144.0,64.0,71.0,-7.0,26.0,89.0,204.0,2.0,23.0,81,1
Shallow - Radio Edit,Lady Gaga,dance pop,16.716518,90.0,2018,96.0,33.0,57.0,-7.0,9.0,28.0,217.0,42.0,3.0,80,1
These Days,Rudimental,dance pop,1.256618,78.0,2018,92.0,81.0,65.0,-4.0,17.0,55.0,211.0,19.0,5.0,80,1
What Lovers Do (feat. SZA),Maroon 5,pop,29.955690999999998,91.0,2018,110.0,60.0,80.0,-5.0,10.0,42.0,200.0,8.0,6.0,79,0
Finesse - Remix; feat. Cardi B,Bruno Mars,pop,29.381078999999996,93.0,2018,105.0,86.0,70.0,-5.0,2.0,93.0,217.0,2.0,10.0,78,0
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,77.890588,94.0,2018,95.0,30.0,59.0,-7.0,12.0,36.0,260.0,78.0,3.0,78,0
Bad At Love,Halsey,dance pop,14.352317000000001,90.0,2018,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,78,1
Him & I (with Halsey),G-Eazy,hip hop,4.795313,85.0,2018,88.0,73.0,59.0,-6.0,31.0,19.0,269.0,5.0,9.0,78,0
Friends (with BloodPop®),Justin Bieber,canadian pop,43.75545200000001,98.0,2018,105.0,73.0,74.0,-5.0,30.0,62.0,189.0,0.0,4.0,77,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,5.828279,83.0,2018,98.0,67.0,67.0,-3.0,12.0,63.0,204.0,3.0,7.0,76,1
My My My!,Troye Sivan,dance pop,5.491266,80.0,2018,103.0,46.0,70.0,-8.0,5.0,48.0,205.0,0.0,8.0,76,1
Capital Letters,Hailee Steinfeld,dance pop,6.617791,79.0,2018,100.0,81.0,66.0,-6.0,5.0,46.0,219.0,3.0,8.0,76,1
Sick Boy,The Chainsmokers,electropop,17.62492,86.0,2018,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,76,0
Tequila,Dan + Shay,contemporary country,2.152836,81.0,2018,86.0,59.0,47.0,-6.0,13.0,50.0,196.0,3.0,3.0,76,0
Look What You Made Me Do,Taylor Swift,pop,38.00574,98.0,2018,128.0,71.0,77.0,-6.0,13.0,51.0,212.0,20.0,12.0,75,0
Youth (feat. Khalid),Shawn Mendes,canadian pop,32.070046000000005,91.0,2018,100.0,60.0,53.0,-7.0,13.0,32.0,191.0,56.0,12.0,75,0
Bad Liar,Selena Gomez,dance pop,26.161775,91.0,2018,121.0,41.0,97.0,-6.0,8.0,73.0,215.0,19.0,7.0,75,1
Anywhere,Rita Ora,dance pop,6.478575,80.0,2018,107.0,80.0,63.0,-4.0,10.0,32.0,215.0,4.0,6.0,74,1
Say Something,Justin Timberlake,dance pop,10.515901,85.0,2018,97.0,63.0,71.0,-7.0,8.0,37.0,279.0,10.0,8.0,74,1
Chun-Li,Nicki Minaj,dance pop,20.733813,91.0,2018,129.0,73.0,69.0,-5.0,11.0,48.0,192.0,28.0,37.0,73,1
Sign of the Times,Harry Styles,dance pop,13.543091,91.0,2018,120.0,57.0,52.0,-5.0,11.0,21.0,341.0,3.0,3.0,72,1
Familiar,Liam Payne,dance pop,7.4230589999999985,76.0,2018,93.0,81.0,64.0,-5.0,8.0,91.0,197.0,2.0,33.0,72,1
Let Me,ZAYN,dance pop,15.091428,85.0,2018,168.0,57.0,46.0,-6.0,10.0,19.0,185.0,24.0,5.0,72,1
Supernova,Ansel Elgort,dance pop,0.739741,59.0,2018,140.0,62.0,77.0,-5.0,21.0,68.0,191.0,6.0,10.0,72,1
Nervous,Shawn Mendes,canadian pop,32.070046000000005,91.0,2018,122.0,62.0,84.0,-7.0,13.0,74.0,164.0,4.0,8.0,71,0
First Time,Kygo,edm,7.304519,87.0,2018,90.0,59.0,63.0,-7.0,10.0,68.0,194.0,20.0,11.0,71,0
End Game,Taylor Swift,pop,38.00574,98.0,2018,159.0,59.0,65.0,-6.0,11.0,15.0,245.0,1.0,6.0,70,0
Mi Gente (feat. Beyoncé),J Balvin,latin,26.89415300000001,96.0,2018,105.0,72.0,76.0,-6.0,23.0,47.0,210.0,2.0,8.0,68,0
Lemon,N.E.R.D,hip hop,0.6508550000000001,64.0,2018,95.0,73.0,92.0,-7.0,12.0,20.0,220.0,0.0,9.0,68,0
For You (With Rita Ora),Liam Payne,dance pop,7.4230589999999985,76.0,2018,113.0,80.0,54.0,-5.0,42.0,18.0,243.0,2.0,3.0,67,1
Want To,Dua Lipa,dance pop,23.579173,96.0,2018,92.0,69.0,57.0,-5.0,6.0,32.0,212.0,8.0,12.0,67,1
What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,1.3860700000000001,67.0,2018,104.0,79.0,63.0,-4.0,16.0,41.0,220.0,5.0,6.0,67,1
Wait,Maroon 5,pop,29.955690999999998,91.0,2018,126.0,60.0,66.0,-5.0,11.0,45.0,191.0,10.0,6.0,67,0
What About Us,P!nk,dance pop,10.558136,86.0,2018,114.0,59.0,39.0,-6.0,9.0,19.0,272.0,3.0,6.0,66,1
Kissing Strangers,DNCE,dance pop,3.6440550000000003,72.0,2018,120.0,74.0,77.0,-6.0,9.0,86.0,202.0,5.0,4.0,66,1
2U (feat. Justin Bieber),David Guetta,dance pop,22.306494,91.0,2018,145.0,61.0,53.0,-7.0,23.0,53.0,195.0,23.0,6.0,65,1
Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,42.79582,95.0,2018,82.0,44.0,48.0,-10.0,64.0,62.0,304.0,81.0,24.0,65,0
This Town,Niall Horan,dance pop,6.9830289999999975,83.0,2018,112.0,41.0,68.0,-8.0,12.0,20.0,233.0,70.0,3.0,64,1
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,6.478575,80.0,2018,94.0,69.0,73.0,-4.0,10.0,42.0,221.0,2.0,5.0,64,1
MOVE TO MIAMI,Enrique Iglesias,dance pop,9.980979,81.0,2018,100.0,87.0,76.0,-4.0,7.0,90.0,169.0,3.0,5.0,64,1
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,0.309205,63.0,2018,100.0,64.0,75.0,-5.0,11.0,45.0,186.0,25.0,9.0,64,0
Filthy,Justin Timberlake,dance pop,10.515901,85.0,2018,97.0,58.0,75.0,-6.0,25.0,65.0,294.0,4.0,14.0,62,1
Never Be the Same - Radio Edit,Camila Cabello,dance pop,20.677702,86.0,2018,130.0,69.0,63.0,-4.0,12.0,25.0,227.0,16.0,9.0,57,1
Ferrari,Bebe Rexha,dance pop,6.2235629999999995,85.0,2018,77.0,48.0,58.0,-6.0,10.0,42.0,213.0,2.0,3.0,57,1
Supplies,Justin Timberlake,dance pop,10.515901,85.0,2018,120.0,55.0,79.0,-7.0,13.0,23.0,226.0,1.0,5.0,57,1
Boom Boom,RedOne,moroccan pop,0.044695,53.0,2018,110.0,76.0,75.0,-8.0,20.0,58.0,248.0,0.0,5.0,53,0
...Ready For It? - BloodPop® Remix,Taylor Swift,pop,38.00574,98.0,2018,160.0,84.0,58.0,-5.0,10.0,50.0,190.0,13.0,22.0,52,0
Drip (feat. Migos),Cardi B,pop,15.298653,91.0,2018,130.0,59.0,97.0,-8.0,8.0,27.0,264.0,5.0,26.0,45,0
Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,19.291866,87.0,2018,102.0,77.0,58.0,-5.0,9.0,76.0,182.0,5.0,8.0,44,1
Memories,Maroon 5,pop,29.955690999999998,91.0,2019,91.0,32.0,76.0,-7.0,8.0,57.0,189.0,84.0,5.0,99,0
Lose You To Love Me,Selena Gomez,dance pop,26.161775,91.0,2019,102.0,34.0,51.0,-9.0,21.0,9.0,206.0,58.0,4.0,97,1
Someone You Loved,Lewis Capaldi,pop,7.3179240000000005,87.0,2019,110.0,41.0,50.0,-6.0,11.0,45.0,182.0,75.0,3.0,96,0
Señorita,Shawn Mendes,canadian pop,32.070046000000005,91.0,2019,117.0,54.0,76.0,-6.0,9.0,75.0,191.0,4.0,3.0,95,0
How Do You Sleep?,Sam Smith,pop,15.89189,89.0,2019,111.0,68.0,48.0,-5.0,8.0,35.0,202.0,15.0,9.0,93,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,77.890588,94.0,2019,98.0,62.0,86.0,-6.0,9.0,67.0,204.0,15.0,8.0,92,0
Trampoline (with ZAYN),SHAED,electropop,0.12805,70.0,2019,127.0,46.0,62.0,-6.0,14.0,50.0,184.0,56.0,3.0,92,0
Happier,Marshmello,brostep,29.93552,90.0,2019,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,90,0
Truth Hurts,Lizzo,escape room,3.707457,79.0,2019,158.0,62.0,72.0,-3.0,12.0,41.0,173.0,11.0,11.0,90,0
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,3.707457,79.0,2019,96.0,89.0,67.0,-3.0,74.0,48.0,159.0,30.0,6.0,90,0
Higher Love,Kygo,edm,7.304519,87.0,2019,104.0,68.0,69.0,-7.0,10.0,40.0,228.0,2.0,3.0,88,0
Only Human,Jonas Brothers,boy band,5.067963,81.0,2019,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,87,0
Beautiful People (feat. Khalid),Ed Sheeran,pop,77.890588,94.0,2019,93.0,65.0,64.0,-8.0,8.0,55.0,198.0,12.0,19.0,86,0
Sucker,Jonas Brothers,boy band,5.067963,81.0,2019,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,86,0
Don't Call Me Up,Mabel,dance pop,1.23117,80.0,2019,99.0,88.0,67.0,-3.0,8.0,23.0,178.0,30.0,15.0,86,1
I Don't Care (with Justin Bieber),Ed Sheeran,pop,77.890588,94.0,2019,102.0,68.0,80.0,-5.0,9.0,84.0,220.0,9.0,4.0,85,0
Talk (feat. Disclosure),Khalid,alternative r&b,13.613187,93.0,2019,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,84,0
Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,21.442367,88.0,2019,122.0,89.0,81.0,-4.0,8.0,61.0,229.0,2.0,4.0,84,1
Takeaway,The Chainsmokers,electropop,17.62492,86.0,2019,100.0,51.0,53.0,-8.0,10.0,35.0,210.0,13.0,3.0,83,0
All Around The World (La La La),R3HAB,big room,2.157515,83.0,2019,125.0,86.0,73.0,-5.0,11.0,52.0,148.0,48.0,3.0,82,0
Girls Like You (feat. Cardi B),Maroon 5,pop,29.955690999999998,91.0,2019,125.0,54.0,85.0,-7.0,13.0,45.0,236.0,57.0,5.0,81,0
Call You Mine,The Chainsmokers,electropop,17.62492,86.0,2019,104.0,70.0,59.0,-6.0,34.0,52.0,218.0,20.0,3.0,81,0
No Guidance (feat. Drake),Chris Brown,dance pop,13.353299,91.0,2019,93.0,45.0,70.0,-7.0,16.0,14.0,261.0,12.0,15.0,81,1
Antisocial (with Travis Scott),Ed Sheeran,pop,77.890588,94.0,2019,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,78,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,7.285783,84.0,2019,96.0,80.0,84.0,-4.0,6.0,62.0,213.0,16.0,23.0,77,0
Con Calma - Remix,Daddy Yankee,latin,22.563709,92.0,2019,94.0,87.0,74.0,-3.0,4.0,61.0,181.0,17.0,5.0,76,0
Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,0.8966729999999999,81.0,2019,104.0,66.0,61.0,-7.0,20.0,16.0,176.0,1.0,3.0,75,1
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,77.890588,94.0,2019,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,75,0
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,5.828279,83.0,2019,136.0,76.0,53.0,-5.0,9.0,65.0,260.0,7.0,34.0,70,1
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,0.8966729999999999,81.0,2019,114.0,79.0,60.0,-6.0,42.0,24.0,217.0,1.0,7.0,69,1
Kills You Slowly,The Chainsmokers,electropop,17.62492,86.0,2019,150.0,44.0,70.0,-9.0,13.0,23.0,213.0,6.0,6.0,67,0
Blinding Lights,The Weeknd,canadian contemporary r&b,30.336501000000002,98.0,2020,171.005,73.0,51.4,-5.934,8.97,33.4,200.04,0.14599999999999996,5.9799999999999995,96,0
Dance Monkey,Tones And I,australian pop,2.671415,82.0,2020,98.078,59.3,82.5,-6.401,17.0,54.0,209.755,68.79999999999998,9.879999999999999,69,0
The Box,Roddy Ricch,melodic rap,5.800832,89.0,2020,116.971,58.6,89.6,-6.687,79.0,64.2,196.653,10.4,5.59,88,0
Roses - Imanbek Remix,SAINt JHN,melodic rap,0.677917,82.0,2020,121.962,72.1,78.5,-5.4570000000000025,28.5,89.4,176.21900000000005,1.49,5.0600000000000005,67,0
Don't Start Now,Dua Lipa,dance pop,23.579173,96.0,2020,123.95,79.3,79.3,-4.521,9.51,67.9,183.29,1.2300000000000002,8.3,84,1
ROCKSTAR (feat. Roddy Ricch),DaBaby,north carolina hip hop,6.215669,94.0,2020,89.977,69.0,74.6,-7.956,10.1,49.70000000000001,181.733,24.700000000000003,16.4,91,0
Watermelon Sugar,Harry Styles,pop,13.543091,91.0,2020,95.39,81.6,54.79999999999999,-4.209,33.5,55.7,174.0,12.2,4.65,91,0
death bed (coffee for your head),Powfu,emo rap,0.827285,81.0,2020,144.026,43.1,72.6,-8.765,69.6,34.8,173.333,73.1,13.5,89,0
Falling,Trevor Daniel,alternative r&b,0.588642,78.0,2020,127.087,43.0,78.4,-8.756,8.870000000000003,23.6,159.382,12.300000000000002,3.6399999999999997,78,0
Someone You Loved,Lewis Capaldi,pop,7.3179240000000005,87.0,2020,109.891,40.5,50.1,-5.6789999999999985,10.5,44.6,182.161,75.1,3.1899999999999995,90,0
Tusa,KAROL G,latin,15.520732999999998,89.0,2020,101.085,71.5,80.3,-3.28,5.74,57.4,200.96,29.5,29.8,86,0
ROXANNE,Arizona Zervas,pop rap,0.5887180000000001,77.0,2020,116.735,60.1,62.1,-5.6160000000000005,46.0,45.7,163.636,5.220000000000001,14.800000000000002,85,0
Circles,Post Malone,dfw rap,31.803755,94.0,2020,120.042,76.2,69.5,-3.497,8.63,55.3,215.28,19.2,3.95,89,0
Blueberry Faygo,Lil Mosey,melodic rap,3.464437,83.0,2020,99.034,55.39999999999999,77.4,-7.909,13.2,34.9,162.547,20.7,3.8299999999999996,82,0
Intentions (feat. Quavo),Justin Bieber,canadian pop,43.75545200000001,98.0,2020,147.986,54.6,80.6,-6.6370000000000005,10.2,87.4,212.867,30.0,5.750000000000001,81,0
Toosie Slide,Drake,canadian hip hop,53.806406,100.0,2020,81.604,49.0,83.0,-8.82,11.3,84.5,247.05900000000003,28.900000000000002,20.9,77,0
Before You Go,Lewis Capaldi,pop,7.3179240000000005,87.0,2020,111.881,57.49999999999999,45.9,-4.8580000000000005,8.85,18.3,215.107,60.4,5.7299999999999995,85,0
Say So,Doja Cat,dance pop,5.842296,92.0,2020,110.962,67.3,78.7,-4.577,9.04,78.6,237.893,25.6,15.8,85,1
Memories,Maroon 5,pop,29.955690999999998,91.0,2020,91.019,32.0,76.4,-7.209,8.219999999999999,57.49999999999999,189.486,83.70000000000002,5.460000000000001,88,0
Life Is Good (feat. Drake),Future,atl hip hop,10.010064,91.0,2020,142.053,57.4,79.5,-6.903,15.0,53.7,237.918,6.7,48.7,77,0
Savage Love (Laxed - Siren Beat),Jawsh 685,nz pop,0.084888,78.0,2020,150.076,48.1,76.7,-8.52,26.899999999999995,76.1,171.375,23.4,8.03,87,0
Adore You,Harry Styles,pop,13.543091,91.0,2020,99.048,77.1,67.6,-3.675,10.2,56.89999999999999,207.133,2.37,4.83,87,0
Breaking Me,Topic,dance pop,0.131681,84.0,2020,122.031,72.0,78.9,-5.652,12.9,66.4,166.794,22.3,21.8,88,1
Mood (feat. iann dior),24kGoldn,cali rap,0.87792,88.0,2020,90.989,72.2,70.0,-3.5580000000000003,27.200000000000006,75.6,140.526,22.1,3.69,95,0
everything i wanted,Billie Eilish,electropop,40.940273,94.0,2020,120.006,22.5,70.4,-14.454,10.6,24.3,245.426,90.19999999999999,9.940000000000001,86,0
Señorita,Shawn Mendes,canadian pop,32.070046000000005,91.0,2020,116.967,54.79999999999999,75.9,-6.049,8.28,74.9,190.8,3.92,2.9,82,0
bad guy,Billie Eilish,electropop,40.940273,94.0,2020,135.128,42.5,70.1,-10.965,10.0,56.2,194.088,32.8,37.5,88,0
WAP (feat. Megan Thee Stallion),Cardi B,dance pop,15.298653,91.0,2020,133.07299999999998,45.4,93.5,-7.508999999999999,8.24,35.7,187.541,1.9399999999999997,37.5,90,1
Sunday Best,Surfaces,bedroom soul,0.66718,77.0,2020,112.022,52.5,87.8,-6.8320000000000025,7.1400000000000015,69.4,158.571,18.3,5.779999999999999,83,0
Godzilla (feat. Juice WRLD),Eminem,detroit hip hop,42.79582,95.0,2020,165.995,74.5,80.8,-5.26,29.2,82.9,210.8,14.5,34.2,86,0
Yummy,Justin Bieber,canadian pop,43.75545200000001,98.0,2020,145.842,50.6,67.6,-6.652,11.8,49.70000000000001,208.52,34.5,9.58,75,0
Break My Heart,Dua Lipa,dance pop,23.579173,96.0,2020,113.013,72.9,73.0,-3.434,34.9,46.7,221.82,16.7,8.83,84,1
Dynamite,BTS,k-pop,30.655229,97.0,2020,114.044,76.5,74.6,-4.41,9.36,73.7,199.054,1.1199999999999999,9.93,83,0
Supalonely (feat. Gus Dapperton),BENEE,alt z,0.5982970000000001,76.0,2020,128.97799999999998,63.1,86.2,-4.746,12.3,84.1,223.488,29.1,5.15,66,0
ily (i love you baby) (feat. Emilee),Surf Mesa,tropical house,0.121136,75.0,2020,112.05,77.4,67.4,-7.567,39.3,33.0,176.547,6.859999999999999,8.92,85,0
Rain On Me (with Ariana Grande),Lady Gaga,dance pop,16.716518,90.0,2020,123.056,85.5,67.2,-3.764,32.3,64.6,182.2,2.1,3.97,80,1
HIGHEST IN THE ROOM,Travis Scott,rap,15.762151000000001,95.0,2020,76.469,42.70000000000001,59.8,-8.764,21.0,6.05,175.72099999999998,5.460000000000001,3.17,87,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,31.803755,94.0,2020,89.96,52.2,75.5,-4.368,6.8500000000000005,92.5,157.56,53.29999999999999,5.750000000000001,82,0
Hawái,Maluma,reggaeton,24.656159,92.0,2020,180.067,72.7,78.3,-3.454,6.260000000000002,55.8,199.112,18.5,38.9,85,0
Ride It,Regard,edm,0.122849,79.0,2020,117.948,75.1,88.0,-4.258,10.6,88.4,157.606,17.7,8.740000000000002,86,0
goosebumps,Travis Scott,rap,15.762151000000001,95.0,2020,130.049,72.8,84.1,-3.37,14.9,43.0,243.837,8.469999999999999,4.84,88,0
RITMO (Bad Boys For Life),Black Eyed Peas,dance pop,5.49953,88.0,2020,105.095,70.4,72.3,-7.087999999999999,79.2,68.4,214.935,2.59,5.710000000000001,50,1
THE SCOTTS,THE SCOTTS,rap,0.174482,71.0,2020,129.97899999999998,53.7,71.6,-7.648,15.7,28.000000000000004,165.97799999999995,23.3,5.140000000000001,84,0
Safaera,Bad Bunny,latin,31.412713,99.0,2020,96.172,82.9,60.7,-4.074,10.7,68.5,295.177,1.03,37.9,83,0
lovely (with Khalid),Billie Eilish,electropop,40.940273,94.0,2020,115.284,29.600000000000005,35.1,-10.109,9.5,12.0,200.186,93.4,3.3299999999999996,89,0
Lucid Dreams,Juice WRLD,chicago rap,16.589315,98.0,2020,83.90299999999998,56.60000000000001,51.1,-7.23,34.0,21.8,239.836,34.900000000000006,20.0,88,0
Stuck with U (with Justin Bieber),Ariana Grande,dance pop,60.010425,97.0,2020,178.765,45.0,59.7,-6.658,38.2,53.7,228.482,22.3,4.18,86,1
If the World Was Ending - feat. Julia Michaels,JP Saxe,alt z,0.23219499999999998,78.0,2020,75.801,47.3,46.4,-10.086,10.9,60.4,208.687,86.6,12.9,86,0
Physical,Dua Lipa,dance pop,23.579173,96.0,2020,146.967,84.4,64.7,-3.756,10.2,74.6,193.829,1.3699999999999999,4.57,79,1
SICKO MODE,Travis Scott,rap,15.762151000000001,95.0,2020,155.00799999999995,73.0,83.4,-3.714,12.4,44.6,312.82,0.513,22.200000000000003,86,0
